chrom	chromStart	chromEnd	gene symbol	strand	known	UCSC_cassette	NR	Under selection	UI len	exon len	DI len	minEvi (noEST)	inclusion	match known exon	overlap known exon	overlap CDS	AG/GU in hg19	hg19.cass	NMD classification	intron.phyloP	wobble.phyloP	GMM FDR
chr19	45033634	45036254	Pdzd7	-	0		1	0	2039	95	237	24	0.813953488			0	1		NMD_in	-0.01637325	0.387469	0.824
chr19	37288097	37290814	Ide	-	0		1	1	481	145	1835	12	0.00854084			1	1	CA-3416-97819-98306-98451-101101[INC][2/35]	NMD_in	1.30553	2.40173	2.65E-06
chr19	34680287	34690891	Slc16a12	-	0		1	0	9335	245	672	4	0.053571429			0	1		NMD_in	0.07197765	-0.0525976	0.776
chr19	32142745	32160363	Sgms1	-	0	cassetteExon_5414	1	0	2876	78	13706	20	0.021289006	uc008hfe.2_5	uc008hfe.2_5	0	1	CA-sr-chr10r-2672[INC][20|21/1060]	NMD_in	0.296275	1.27381	0.462
chr19	29723389	29735205	9930021J03Rik	-	0		1	0	5156	128	6326	101	0.058184639		uc008hdz.1_0	0	1	CA-158358-66133-77122-77253-81844[INC][1/2]	NMD_in	0.7272635	1.1836	0.0547
chr19	28354205	28357952	Glis3	-	0		1	0	3031	124	319	30	0.220159151			0	1	CA-169792-366008-370117-370241-370565[INC][2/10]	NMD_in	0.4696	1.64717	0.195
chr19	17594539	17642593	Pcsk5	-	0		1	0	46714	118	932	4	0.994467497	EX-18552-244854-244972[.][7]	EX-18552-244854-244972[.][7]	1	1		NMD_in	0.05802505	0.814462	0.726
chr19	17595660	17617754	Pcsk5	-	0		1	1	4583	97	17192	7	0.022912047			0	1	CA-sr-chr9f-1121[INC][3|6/237]	NMD_in	1.32836	1.94537	1.92E-06
chr19	16620623	16635880	Vps13a	-	0		1	0	7498	99	7462	2	0.004686036		EX-271564-155613-155762[.][1]	0	1	CA-sr-chr9f-1143[INC][3|10/519]	NMD_in	0.880605	1.3417	0.0073
chr19	11782799	11785524	Stx3	-	0		1	0	1157	23	1299	6	0.006786427			0	1		NMD_in	0.1663675	0.491	0.764
chr19	10858998	10859755	Tmem132a	-	0		1	0	141	108	163	3	0.000429503		uc008grd.1_9	0	1		NMD_in	0.864797	0.416	0.00108
chr19	10260650	10262571	Dagla	-	0		1	0	892	123	703	60	0.009852987			0	1		NMD_in	-0.241155	0.665244	0.56
chr19	10223316	10229107	Gm98	-	0	cassetteExon_5329	1	0	4368	280	804	0	1	EX-225908-19097-19377[.][1]	EX-225908-19097-19377[.][1]	1	1		NMD_in	-0.04719	0.0808925	0.838
chr19	7290602	7341254	Mark2	-	0		1	0	1384	149	48852	2	0.000706115			0	1		NMD_in	0.190535	-0.0885102	0.617
chr19	6233776	6234730	Ppp2r5b	-	0		1	0	97	80	482	76	0.004097833			0	1		NMD_in	0.1246885	0.615333	0.773
chr19	5907036	5912866	Dpf2	-	0		1	0	4965	75	539	2	0.00040282			0	1		NMD_in	0.0634684	-0.0862	0.775
chr19	4785435	4811634	Rbm4	-	0	cassetteExon_5254	1	0	18351	423	6830	53	0.95227574	EX-19653-4057-4480[.][27]	uc008gaw.1_2||EX-19653-4057-4480[.][27]	1	1	CA-sr-chr11f-2665[INC][360|673/82]	NMD_in	-0.05841565	0.650546	0.754
chr1	6770943	6795576	St18	+	0		1	1	19172	95	5144	5	0.02020202			0	1		NMD_in	1.658365	2.20047	5.75E-10
chr1	7147636	7161063	Pcmtd1	+	0		1	1	7340	192	5620	398	0.07326871			0	1	CA-115294-56515-62537-62729-68486[INC][3/32]	NMD_in	0.76239	1.60228	0.0321
chr1	9566780	9580673	Adhfe1	+	0		1	0	9252	279	3750	2	0.994712492	EX-76187-31145-31424[.][1]	EX-76187-31145-31424[.][1]||NM_175236_13	1	1		NMD_in	0.2242825	0.245656	0.686
chr1	11518577	11545282	A830018L16Rik	+	0		1	0	22050	83	4311	2	0.000506244			0	1		NMD_in	0.090861	-0.00703704	0.771
chr1	23762767	23815365	B3gat2	+	0		1	0	13004	82	38906	2	0.001210361			0	1		NMD_in	-0.220465	-0.563679	0.77
chr1	34186818	34193263	Dst	+	0		1	1	787	104	129	9	0.133333333			0	1		NMD_in	0.957688	1.98886	0.00171
chr1	34247648	34249638	Dst	+	0		1	0	282	74	1307	2	0.000412235			0	1		NMD_in	-0.082375	-0.0395	0.837
chr1	43100714	43111373	AI597479	+	0		1	0	8403	36	1677	2	0.000555741			0	1		NMD_in	0.0649475	0.141083	0.81
chr1	45803876	45805447	Wdr75	+	0		1	0	893	111	371	2	0.001288328			0	1		NMD_in	-0.0402525	-0.224351	0.805
chr1	55145123	55150225	Mob4	+	0		1	0	3323	87	1511	3	0.999353309	EX-19070-20303-20390[.][109]	EX-19070-20303-20390[.][109]	1	1		NMD_in	0.42198	1.30786	0.353
chr1	59310795	59344366	Cdk15	+	0	cassetteExon_161	1	0	19999	140	13249	3	0.935483871	EX-271697-76952-77092[.][10]	EX-271697-76952-77092[.][10]	1	1		NMD_in	0.0072375	-0.257489	0.769
chr1	60438941	60444082	Abi2	+	0		1	0	4425	39	561	4	0.000483793			0	1		NMD_in	0.442795	0.663692	0.396
chr1	62718929	62738470	Nrp2	+	0		1	0	4508	150	14523	3	0.001121076			0	1		NMD_in	-0.143135	-0.36228	0.808
chr1	63280766	63295046	Zdbf2	+	0	cassetteExon_179	1	0	9769	136	4133	253	0.456389452	EX-73884-20378-20514[.][2]	EX-73884-20378-20514[.][2]||EX-73884-20411-20514[.][4]	1	1	CA-sr-chr2f-5604[INC][6|240/213]	NMD_in	0.4164185	0.686	0.446
chr1	64574072	64576329	Creb1	+	0		1	1	940	64	919	77	0.019401513			1	1	CA-sr-chr2f-5656[INC][17|8/1203]	NMD_in	0.9618975	2.22214	0.00104
chr1	65253351	65255155	Pikfyve	+	0		1	0	702	80	729	12	0.007454739			0	1	CA-sr-chr2f-5717[INC][2|32/849]	NMD_in	-0.08334	-0.337037	0.797
chr1	70750936	70885397	Vwc2l	+	0		1	1	91531	149	39320	39	0.094262295			0	1		NMD_in	0.835605	1.5403	0.0138
chr1	74616575	74625643	Stk36	+	0	cassetteExon_214	1	0	6565	98	2110	1	0.916666667	EX-269209-24830-24928[.][12]	EX-269209-24830-24928[.][12]	1	1		NMD_in	0.1088725	0.75475	0.747
chr1	75383136	75384745	Speg	+	0		1	1	854	35	587	4	0.99688716			0	1		NMD_in	0.8676535	2.02383	0.0053
chr1	82741817	82747142	Mff	+	0		1	0	864	85	4157	30	0.00237476			0	1		NMD_in	0.0282739	-0.425034	0.679
chr1	85844592	85847475	Cab39	+	0		1	0	320	190	2247	14	0.0024493			0	1	CA-sr-chr2f-6400[INC][7|4/5218]	NMD_in	-0.073155	0.143095	0.839
chr1	86118509	86126558	Psmd1	+	0		1	0	7064	94	671	20	0.001126687			0	1	CA-sr-chr2f-6431[INC][24|17/7547]	NMD_in	0.3748725	0.842452	0.515
chr1	86760287	86791457	Dis3l2	+	0		1	0	6740	107	24179	21	0.014318442			0	1		NMD_in	0.3089325	-0.156771	0.352
chr1	87354403	87364233	Gigyf2	+	0		1	0	484	188	8945	3	0.072751575		uc007bwp.2_3||EX-227331-30983-31259[.][1]||uc007bwq.2_3	0	1		NMD_in	0.5189975	1.18233	0.275
chr1	87365183	87374111	Gigyf2	+	0		1	0	7818	22	877	3	0.001267886			0	1		NMD_in	0.058295	-0.0985714	0.776
chr1	91544150	91547230	Asb1	+	0		1	0	73	137	2420	47	0.017165104			0	1		NMD_in	-0.1414635	-0.372578	0.806
chr1	93780717	93784490	Atg4b	+	0		1	0	3255	87	158	2	0.000337633			0	1		NMD_in	-0.277651	-0.270552	0.805
chr1	105713848	105716849	2310035C23Rik	+	0		1	0	2154	119	565	21	0.006252494			0	1	CA-sr-chr18f-1031[INC][18|19/1925]	NMD_in	0.5403	1.2934	0.232
chr1	107605783	107608978	Serpinb8	+	0		1	0	787	120	77	7	0.008615738			0	1		NMD_in	-0.0801753	-0.374553	0.786
chr1	120160605	120166172	3110009E18Rik	+	0		1	0	1285	135	4058	2	0.005434783			0	1		NMD_in	0.608166	0.819689	0.147
chr1	127795254	127797886	Ccnt2	+	0		1	1	2315	87	121	76	0.076683534		uc007clb.1_0	0	1	CA-905-26853-30067-30154-30279[INC][4/25]	NMD_in	2.001305	2.64769	4.07E-14
chr1	128175091	128178991	R3hdm1	+	0		1	1	1591	133	1926	462	0.054067488			0	1	CA-sr-chr2f-3921[INC][121|181/6032]	NMD_in	1.0369425	1.86556	0.000603
chr1	128186757	128190739	R3hdm1	+	0		1	0	1440	49	2239	4	0.003329172		uc007cli.1_15	0	1		NMD_in	0.1010625	0.188	0.795
chr1	131812034	131813990	Pm20d1	+	0		1	0	86	106	1495	0	0.015544041			0	1		NMD_in	0.4908305	1.03337	0.33
chr1	132417452	132434487	Dstyk	+	0		1	0	11563	143	4522	3	0.009421265	EX-213452-14981-15124[.][1]	EX-213452-14981-15124[.][1]	0	1		NMD_in	0.0443279	0.0507234	0.811
chr1	133086936	133088376	Pik3c2b	+	0		1	0	382	100	626	5	0.006622517			0	1		NMD_in	0.130945	0.604182	0.773
chr1	133266565	133270202	Plekha6	+	0		1	0	2860	52	481	24	0.035626536			0	1	CA-sr-chr1r-1123[INC][2|43/1591]	NMD_in	0.38563	1.04165	0.471
chr1	136131400	136144821	Kif21b	+	0		1	0	1778	130	10928	20	0.003025536			1	1		NMD_in	0.3519425	-0.115326	0.293
chr1	151354633	151359751	Ivns1abp	+	0		1	0	407	1070	3385	2	0.999851356	EX-117198-13669-14739[.][1]	EX-117198-13669-14739[.][1]||NM_001039511_7||EX-117198-14631-14739[.][46]||EX-117198-14631-14760[.][1]	3	1		NMD_in	1.649135	1.35085	5.73E-11
chr1	159252547	159266816	Rfwd2	+	0		1	0	6030	96	8014	85	0.023697952			0	1	CA-sr-chr1r-1617[INC][36|44/1940]	NMD_in	0.387865	0.708812	0.497
chr1	163848660	163856144	Kifap3	+	0		1	0	4362	101	2811	2	0.000125657			0	1		NMD_in	1.92485	1.23018	1.57E-15
chr1	163862710	163865537	Kifap3	+	0		1	0	107	250	2245	4	0.000952711			0	1		NMD_in	0.172034	-0.024369	0.676
chr1	165282481	165310993	Gpr161	+	0		1	0	23600	415	3676	3	0.998250219	EX-240888-13412-13827[.][9]	EX-240888-13412-13827[.][9]	1	1	CA-sr-chr1r-1839[INC][23|715/7]	NMD_in	-0.3640045	0.420304	0.515
chr1	166295751	166303615	Ildr2	+	0		1	0	7072	88	413	4	0.003367003			0	1		NMD_in	0.24747	0.261828	0.655
chr1	167001416	167091302	Fam78b	+	0		1	0	76708	929	8512	8	0.997252747	EX-226610-80120-81049[.][3]	EX-226610-80120-81049[.][3]||EX-226610-80120-81051[.][2]||EX-226610-80120-81369[.][2]	1	1		NMD_in	0.4161675	1.13957	0.412
chr1	167598361	167613951	Rxrg	+	0		1	0	2417	142	12344	18	0.009879725			0	1		NMD_in	-0.00707	-0.661702	0.572
chr1	172128630	172129320	Pex19	+	0		1	0	128	144	142	2	0.000357185			0	1		NMD_in	0.5857425	0.2975	0.0831
chr1	172186295	172189069	Dcaf8	+	0		1	0	583	103	792	4	0.000441155		uc007dps.2_9	0	1		NMD_in	-0.0834425	0.104324	0.84
chr1	174612506	174647193	Fmn2	+	0		1	0	15167	199	19088	13	0.004646691			0	1	CA-sr-chr1f-8635[INC][81|62/2554]	NMD_in	0.3943725	1.22942	0.408
chr1	176948280	176955923	Sdccag8	+	0		1	0	2722	113	4567	10	0.026642984			0	1		NMD_in	0.2836075	0.141605	0.553
chr1	177011888	177020432	Sdccag8	+	0		1	0	570	128	7401	14	0.026737968			0	1		NMD_in	-0.06119	-0.0334524	0.835
chr1	180084371	180094186	Cdc42bpa	+	0		1	0	7108	43	2287	7	0.00143575			0	1		NMD_in	0.15411	0.347	0.771
chr1	181409628	181450082	Cnih3	+	0		1	0	8876	179	31238	3	0.000362			0	1		NMD_in	0.155684	0.05275	0.722
chr1	182436897	182441011	Trp53bp2	+	0		1	0	1166	47	2624	3	0.002120441			0	1		NMD_in	-0.012495	-0.221867	0.792
chr1	187304329	187341575	Gpatch2	+	0	cassetteExon_668	1	0	17886	71	19132	47	0.935649936	EX-67769-109773-109844[.][12]	EX-67769-109773-109844[.][12]	1	1		NMD_in	0.085969	1.1497	0.543
chr1	191065174	191070120	Nsl1	+	0		1	0	4002	163	571	21	0.055776892			0	1		NMD_in	0.125985	0.116852	0.767
chr1	191611857	191613187	Ints7	+	0		1	0	182	25	743	22	0.007818999			0	1		NMD_in	0.0249585	0.135375	0.825
chr1	192127975	192130460	Rcor3	-	0		1	1	380	179	1795	2	0.064771976		EX-214742-10850-10964[.][4]	0	1	CA-sr-chr1f-7711[INC][11|85/961]	NMD_in	0.955495	1.51876	0.0022
chr1	192101751	192108701	Rcor3	-	0		1	1	6408	135	233	36	0.110055424			0	1	CA-55758-47775-55989-56122-56354[INC][1/16]	NMD_in	1.30645	1.91376	2.82E-06
chr1	191015357	191021256	Mfsd7b	-	0		1	0	513	127	4937	177	0.290369298			0	1		NMD_in	0.4616325	1.12152	0.356
chr1	190899450	190905118	Rps6kc1	-	0		1	0	1177	115	4219	135	0.045988986			0	1	CA-26750-22796-24624-24741-29450[INC][11/47]	NMD_in	0.590725	1.4265	0.158
chr1	189339784	189344192	Kcnk2	-	0		1	0	604	86	3205	22	0.152386429		NM_001159850_0||NM_010607_0	0	1		NMD_in	0.4841375	1.31821	0.29
chr1	189242886	189295711	Kcnk2	-	0		1	0	36695	161	15711	2	0.996119331	EX-16526-88294-88455[.][13]	EX-16526-88294-88455[.][13]	1	1	CA-sr-chr1f-7917[INC][870|16/12]	NMD_in	0.1517725	0.582389	0.766
chr1	181935659	181956571	Enah	-	0		1	0	19161	83	1433	13	0.012494962			0	1		NMD_in	0.4275625	0.695429	0.428
chr1	181197574	181198944	Wdr26	-	0		1	0	361	129	625	2	0.000508201			0	1		NMD_in	-0.148403	-0.151425	0.834
chr1	180810116	180811949	H3f3a	-	0		1	0	1376	58	94	3	2.57E-05			0	1		NMD_in	0.181129	0.22235	0.733
chr1	179544897	179546055	Tfb2m	-	0		1	0	363	92	380	31	0.471910112			0	1		NMD_in	-0.1360185	-0.3117	0.816
chr1	178333886	178335955	Hnrnpu	-	0		1	1	484	115	1256	3	0.0001849			0	1		NMD_in	0.7801875	1.84197	0.0193
chr1	177769924	177771265	Adss	-	0		1	0	624	77	417	7	0.001024716			0	1		NMD_in	0.14212	0.5562	0.774
chr1	177109626	177131096	Akt3	-	0		1	0	9029	49	12154	27	0.001620746			0	1		NMD_in	0.051175	0.157187	0.817
chr1	177059333	177067333	Akt3	-	0		1	0	4053	87	3608	8	0.000669756			0	1		NMD_in	0.0776	-0.224931	0.716
chr1	172068761	172070148	Ncstn	-	0		1	0	224	166	721	3	0.000522193			1	1		NMD_in	-0.0723	0.08225	0.84
chr1	170514614	170589849	Nos1ap	-	0		1	0	32460	96	42017	4	0.001860218		NM_027528_0	0	1		NMD_in	0.1005025	-0.2155	0.693
chr1	166398689	166408532	Pogk	-	0	cassetteExon_571	1	0	6434	99	1700	13	0.857720676	EX-71592-10864-10963[.][8]	EX-71592-10864-10963[.][8]	1	1	CA-57645-4602-11007-11106-12451[INC][2/8]	NMD_in	-0.054831	0.335939	0.828
chr1	165367445	165388915	Dcaf6	-	0		1	1	17409	126	3617	37	0.028860759			0	1	CA-55827-71235-85986-86109-89429[INC][2/10]	NMD_in	0.891091	1.77619	0.00574
chr1	165351960	165357546	Dcaf6	-	0		1	0	1816	88	3448	66	0.009702581			0	1		NMD_in	0.0772125	-0.352167	0.654
chr1	162688115	162691233	Prrc2c	-	0		1	0	996	26	1901	3	0.000487363			0	1	CA-sr-chr1f-6694[INC][27|22/1528]	NMD_in	-0.0169725	0.269667	0.833
chr1	161820394	161827748	AI848100	-	0		1	0	259	98	6849	234	0.097462747			0	1	CA-sr-chr1f-6730[INC][24|33/790]	NMD_in	0.73789	1.4443	0.0474
chr1	160257442	160342164	Rabgap1l	-	0	cassetteExon_526	1	0	34124	736	49640	9	0.002295626	EX-29809-488027-488763[.][2]	EX-29809-488027-488763[.][2]	1	1		NMD_in	0.45072	0.755106	0.393
chr1	160247458	160257535	Rabgap1l	-	0		1	1	6167	25	3681	3	0.000692441			1	1		NMD_in	0.8125775	1.50063	0.0193
chr1	160226484	160231867	Rabgap1l	-	0		1	0	2415	95	2603	5	0.00075565			0	1		NMD_in	-0.0057305	-0.104781	0.812
chr1	160114490	160116333	Tnn	-	0		1	0	858	165	292	2	0.043478261			0	1		NMD_in	0.0539475	0.0092	0.8
chr1	155792193	155794648	Qsox1	-	0		1	0	1908	149	204	2	0.00154219			0	1		NMD_in	-0.041555	-0.145	0.819
chr1	152870759	152902646	Smg7	-	0		1	1	24331	137	7249	530	0.540673212		NM_001160257_0	1	1	CA-9887-3279-32882-33021-43466[INC][3/31][UPT]	NMD_in	0.638515	1.93761	0.048
chr1	152860449	152861852	Smg7	-	0		1	1	815	103	241	113	0.030600327			0	1	CA-9887-57397-58255-58361-58585[INC][1/26]	NMD_in	1.01704	1.74788	0.000829
chr1	152859351	152860521	Smg7	-	0		1	0	451	92	404	3	0.000852878			0	1		NMD_in	-0.0111475	-0.161871	0.804
chr1	152586406	152623928	Rgl1	-	0		1	0	10829	70	26303	8	0.002028006			0	1		NMD_in	0.606985	0.787125	0.145
chr1	143635031	143667689	Cdc73	-	0		1	1	11158	67	21310	2	0.014714099			0	1	CA-sr-chr1f-7126[INC][62|2/770]	NMD_in	0.6265175	1.90478	0.0564
chr1	136273749	136274873	Camsap2	-	0		1	0	622	224	89	7	0.000819306			0	1		NMD_in	0.01110235	-0.221907	0.777
chr1	135420291	135430316	Ipo9	-	0		1	0	3226	118	6570	189	0.183677082		uc007ctf.1_1	0	1		NMD_in	0.432351	1.42664	0.304
chr1	135405820	135406575	Ipo9	-	0		1	0	403	34	107	45	0.006036217			0	1		NMD_in	0.2793315	-0.094	0.447
chr1	134870067	134872932	Ppp1r12b	-	0		1	1	496	43	2017	16	0.34351145	EX-329251-86630-86673[.][1]	EX-329251-86630-86673[.][1]	0	1	CA-sr-chr1f-7283[INC][13|17/100]	NMD_in	0.900385	1.87393	0.00462
chr1	133003790	133004721	Mdm4	-	0		1	0	547	140	76	12	0.008476173			0	1		NMD_in	0.9714065	0.814152	0.000479
chr1	132596525	132602193	Nfasc	-	0	cassetteExon_412	1	0	4001	205	1116	3	0.169562442	EX-269116-146828-147033[.][6]	EX-269116-146828-147033[.][6]	1	1	CA-23114-156367-160256-160461-161764[INC][1/7]	NMD_in	0.158105	1.07296	0.606
chr1	132358902	132381181	Tmcc2	-	0		1	0	12765	194	6482	3	0.002382667		uc007cor.1_0	1	1		NMD_in	0.3275325	0.334594	0.538
chr1	131292520	131296466	Srgap2	-	0		1	0	3230	39	205	7	0.002242655			0	1	CA-23380-115171-118517-118556-118769[INC][1/16]	NMD_in	0.5217875	0.627231	0.249
chr1	128057981	128092010	Zranb3	-	0		1	0	33515	100	227	6	0.021601017			0	1		NMD_in	0.27786	0.00936364	0.504
chr1	125872041	125910528	Lypd1	-	0		1	0	28799	108	7912	4	0.000548346			0	1		NMD_in	-0.0776525	0.0851667	0.84
chr1	123905061	124045559	Dpp10	-	0		1	0	143	104	139948	3	0.113167962			1	1		NMD_in	0.290154	1.07231	0.555
chr1	119773228	119783589	Ptpn4	-	0		1	0	4431	99	5680	75	0.03880597			0	1		NMD_in	0.04013405	-0.381091	0.688
chr1	119594823	119599120	Epb4.1l5	-	0		1	0	1308	167	1470	4	0.783783784			0	1		NMD_in	0.320895	0.327571	0.548
chr1	118840253	118842197	Gli2	-	0		1	0	419	16	890	10	0.048109966			0	1		NMD_in	0.16006	1.8724	0.0974
chr1	118308744	118309866	Tsn	-	0		1	0	753	77	101	3	0.00039902			0	1		NMD_in	0.319101	-0.167923	0.326
chr1	97844595	97853232	Pam	-	0		1	0	4433	135	3822	10	0.000830055			0	1		NMD_in	0.30863	0.189378	0.525
chr1	87952339	87954245	Usp40	-	0		1	0	99	40	1553	266	0.29373297			0	1	CA-55230-77424-77519-77559-79107[INC][1/20]	NMD_in	0.6174995	0.980286	0.149
chr1	84782826	84814969	Trip12	-	0		1	0	28626	106	3127	2	0.99930265	EX-14897-56108-56214[.][8]	EX-14897-56108-56214[.][8]	1	1	CA-sr-chr2r-335[INC][14|1878/2]	NMD_in	-0.175086	1.82417	0.0106
chr1	80560900	80564571	Dock10	-	0		1	0	3137	156	194	6	0.007653061			0	1		NMD_in	0.6599445	1.03283	0.105
chr1	80560900	80564571	Dock10	-	0		1	1	390	46	3051	6	0.010807374			0	1		NMD_in	0.8618575	2.29707	0.00264
chr1	79606875	79614340	Ap1s3	-	0		1	0	1110	192	3698	34	0.17184265			0	1		NMD_in	0.060548	-0.0838594	0.778
chr1	78458564	78462386	Farsb	-	0		1	0	191	68	3389	3	0.000362013			0	1	CA-sr-chr2r-510[INC][5|4/6599]	NMD_in	0.6562615	0.186727	0.0218
chr1	77369121	77374926	Epha4	-	0		1	0	923	938	3238	5	0.99968264	EX-13838-144241-145179[.][5]	EX-13838-144241-145179[.][5]	1	1		NMD_in	0.3045575	0.896674	0.595
chr1	75491187	75492793	Obsl1	-	0		1	0	163	115	770	3	0.225416036			1	1		NMD_in	0.710765	0.294139	0.0127
chr1	75262322	75264208	Ptprn	-	0		1	0	706	83	841	3	0.001879076			0	1		NMD_in	0.287605	0.113148	0.534
chr1	75202407	75208379	Glb1l	-	0		1	0	5377	95	380	10	0.942228336	EX-74577-10837-10932[.][27]	EX-74577-10837-10932[.][27]	1	1	CA-79411-5896-8124-8219-8576[INC][1/16]	NMD_in	0.554631	0.858156	0.23
chr1	67034123	67038591	Lancl1	-	0		1	0	2962	112	1179	17	0.005614682			0	1		NMD_in	0.032485	-0.033973	0.805
chr1	65121356	65123193	D630023F18Rik	-	0		1	0	220	134	1260	30	0.0376			0	1		NMD_in	0.06770176	-0.219022	0.729
chr1	64606479	64615209	Mettl21a	-	0		1	0	829	217	5914	14	0.010960671			0	1		NMD_in	-0.048176	0.00530556	0.836
chr1	63163666	63166367	Ndufs1	-	0		1	0	1395	166	877	3	0.999739402	EX-227197-14927-15093[.][1]	EX-227197-14927-15093[.][1]||EX-227197-14962-15093[.][47]	1	1		NMD_in	0.4779575	0.752545	0.345
chr1	60088040	60089358	Wdr12	-	0		1	0	296	74	725	10	0.00191671			0	1		NMD_in	0.1140055	-0.05525	0.737
chr1	60013819	60028246	Ica1l	-	0		1	0	12232	124	1693	3	0.998463508	EX-70375-30252-30376[.][6]	EX-70375-30252-30376[.][6]	1	1	CA-sr-chr2r-1063[INC][16|1743/149]	NMD_in	0.244498	0.76178	0.68
chr1	58919220	58921152	Trak2	-	0		1	0	666	48	1008	6	0.000861326			0	1		NMD_in	0.1946046	-0.0323125	0.637
chr1	58552149	58557373	Fam126b	-	0		1	1	707	56	4179	26	0.010547667			0	1	CA-285172-51839-52555-52611-57499[INC][6/19]	NMD_in	1.22774	1.91294	1.62E-05
chr1	57961900	57965540	Kctd18	-	0	cassetteExon_145	1	0	2089	194	1072	10	0.990570486	EX-51960-9823-10017[.][9]	EX-51960-9823-10017[.][9]	1	1		NMD_in	0.12119	0.693531	0.76
chr1	55204182	55226332	Rftn2	-	0		1	0	19505	280	1943	7	0.993918332	EX-74013-23167-23447[.][6]	EX-74013-23167-23447[.][6]	1	1		NMD_in	0.06585925	-0.0155269	0.789
chr1	53346579	53348558	Asnsd1	-	0		1	0	1373	58	253	5	0.776851676		EX-70396-7141-8685[.][9]	1	1		NMD_in	0.6219803	-0.078	0.0132
chr1	52215564	52219609	Gls	-	0		1	0	2189	111	1493	81	0.007568234			0	1		NMD_in	0.2007434	-0.0487297	0.619
chr1	52199854	52207359	Gls	-	0		1	1	6081	50	1282	40	0.00246793			0	1	CA-sr-chr2f-5150[INC][10|10/11595]	NMD_in	1.27372	2.68453	3.18E-06
chr1	52199854	52207359	Gls	-	0		1	1	6649	34	730	64	0.005784409			0	1	CA-sr-chr2f-5149[INC][25|37/11595]	NMD_in	1.274895	2.19936	6.14E-06
chr1	52199854	52207359	Gls	-	0		1	1	2784	171	4458	141	0.045168994			0	1	CA-sr-chr2f-5153[INC][116|35/11595]	NMD_in	0.901425	2.10902	0.00288
chr1	43756971	43760564	Uxs1	-	0		1	0	2799	41	648	71	0.012862191			0	1	CA-sr-chr2r-3074[INC][49|76/3924]	NMD_in	0.2031775	1.21464	0.522
chr1	36702474	36709925	Actr1b	-	0		1	0	1550	65	5590	3	0.99666652	EX-226977-4670-4735[.][141]	EX-226977-4670-4735[.][141]	1	1	CA-sr-chr2r-3369[INC][6126|97/13]	NMD_in	0.0352998	0.927524	0.666
chr1	34824019	34828847	Fam168b	-	0		1	0	3603	136	972	2	0.001138396			0	1		NMD_in	0.1092315	-0.0431739	0.746
chr1	34437726	34438932	Ccdc115	-	0		1	0	696	75	220	2	0.001005025			0	1		NMD_in	0.026995	-0.0282	0.809
chr1	33864522	33878437	Bend6	-	0		1	0	5008	179	8329	8	0.000641313			0	1		NMD_in	0.020205	0.0638814	0.822
chr1	23366423	23375875	Ogfrl1	-	0		1	0	3438	152	1691	20	0.003172086			0	1		NMD_in	0.111025	0.0543725	0.768
chr1	22379427	22393948	Rims1	-	0		1	1	3295	87	10996	63	0.419178082			0	1	CA-sr-chr6f-2367[INC][11|33/226]	NMD_in	0.8573425	1.98866	0.00626
chr1	14302769	14304474	Eya1	-	0		1	0	317	101	1109	0	0.006122449			0	1		NMD_in	0.26425	0.202636	0.611
chr2	3304811	3309611	Nmt2	+	0		1	0	449	43	4027	1977	0.392846715	EX-18108-24109-24152[.][26]	uc008idp.1_1||EX-18108-24109-24152[.][26]	1	1	CA-9397-30275-30667-30710-36278[INC][13/38]	NMD_in	0.29764	0.988286	0.578
chr2	6003544	6010428	Upf2	+	0		1	0	2868	179	3614	25	0.011075384			0	1		NMD_in	0.010615	0.23775	0.83
chr2	6408928	6415040	Usp6nl	+	0		1	0	1842	172	3909	8	0.004421326			0	1		NMD_in	0.1578225	0.0230877	0.711
chr2	6414932	6424392	Usp6nl	+	0		1	0	5862	110	3259	0	1	EX-98910-101146-101256[.][19]	EX-98910-101146-101256[.][19]	1	1		NMD_in	0.2518965	0.809972	0.664
chr2	14102400	14128636	Stam	+	0		1	0	14903	147	11010	9	0.998006865	EX-20844-46277-46424[.][33]	EX-20844-46277-46424[.][33]	1	1	CA-sr-chr10f-391[INC][116|3122/5]	NMD_in	0.031646175	0.402694	0.819
chr2	14967941	14971642	Cacnb2	+	0	cassetteExon_5614	1	1	142	20	3324	3	0.06759348	EX-12296-366912-366932[.][3]	EX-12296-366912-366932[.][3]	1	1		NMD_in	1.349505	2.43214	1.25E-06
chr2	18673894	18674716	Commd3	+	0		1	0	118	64	467	2	0.997336715	EX-12238-4663-4727[.][149]	EX-12238-4433-4727[.][1]||EX-12238-4663-4727[.][149]	1	1	CA-23412-4613-4722-4786-5270[INC][2/1]	NMD_in	0.8457895	1.21855	0.0113
chr2	20529958	20662096	Etl4	+	0		1	0	118730	50	12875	2	0.001007049			0	1	CA-56243-528164-675373-675423-689123[INC][1/14]	NMD_in	0.274605	1.63669	0.253
chr2	31674694	31678627	Exosc2	+	0		1	0	1054	898	1714	5	0.99845893	EX-227715-8102-9000[.][1]	EX-227715-8102-8168[.][39]||EX-227715-8102-9000[.][1]||EX-227715-8931-9000[.][35]	2	1		NMD_in	-0.024345	0.0991607	0.836
chr2	32395889	32397735	Ptges2	+	0		1	0	378	169	440	6	0.003291639			0	1		NMD_in	-0.0997375	-0.304982	0.81
